date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-18,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,9914.24,9914.24,11528.88,996.92,617.72,-0.109415,10952.76,0.905182,112,306,88.52,32.399477,2.732143,-0.005058,0.001908,0.007001,494,0.226721,19,1429.6,0.094826
2026-07-18,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,8818.27,8818.27,10373.5,1053.53,501.7,0.005303,8665.92,1.01758,139,443,63.440791,19.905801,3.18705,0.189425,0.128254,-0.051429,754,0.18435,23,1240.27,0.074447
2026-07-18,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,13643.57,13643.57,15654.91,1376.19,635.15,0.123834,0,,263,871,51.876692,15.664259,3.311787,0.037427,-0.000087,-0.036161,1195,0.220084,39,1719.71,0.083252
2026-07-18,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,5833.78,5833.78,7254.82,1092.46,328.58,-0.041397,6290.81,0.92735,88,212,66.292955,27.51783,2.409091,-0.001638,0.002176,0.00382,430,0.204651,15,845.24,0.108955
2026-07-18,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,4337.29,4337.29,5466.87,809.92,319.66,-0.025687,0,,63,193,68.845873,22.473005,3.063492,-0.03417,-0.010222,0.024795,305,0.206557,10,585.19,0.036255
2026-07-18,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,5124.7,5124.7,5952.28,500.19,327.39,-0.081197,0,,61,177,84.011475,28.953107,2.901639,0.02321,0.009178,-0.013714,380,0.160526,11,785.51,0.165403
2026-07-18,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,8218,8218,9814.49,977.73,618.76,-0.045812,8826.4,0.93107,113,370,72.725664,22.210811,3.274336,0.025384,0.004853,-0.020023,464,0.243534,20,1236.34,0.094639
2026-07-18,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,14016.81,14016.81,16747.1,2055.64,674.65,-0.039335,15008.89,0.933901,161,345,87.060932,40.628435,2.142857,-0.022248,-0.003534,0.01914,676,0.238166,26,1924.05,0.095674
2026-07-18,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,9790.85,9790.85,11513.76,1019.27,703.64,-0.032427,0,,171,534,57.256433,18.334925,3.122807,0.004976,0.001523,-0.003436,985,0.173604,30,1460.04,0.116469
2026-07-18,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,4756.79,4756.79,5553.89,504.13,292.97,-0.222894,6391.11,0.744282,80,189,59.459875,25.168201,2.3625,-0.024393,-0.00919,0.015583,505,0.158416,13,657.03,0.063701
2026-07-18,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,7809.17,7809.17,9109.14,842.56,457.41,0.065918,0,,115,376,67.905826,20.769069,3.269565,-0.013651,0.001036,0.01489,534,0.215356,17,981.24,0.090713
2026-07-18,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,4111.14,4111.14,5287.14,816.06,359.94,0.057272,0,,70,177,58.730571,23.22678,2.528571,-0.042857,0.011961,0.057272,295,0.237288,11,549.13,0.128312
2026-07-18,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,8744.62,8744.62,10717,1045.7,926.68,0.12743,0,,141,259,62.018582,33.763012,1.836879,-0.039289,-0.000505,0.04037,597,0.236181,23,1212.46,0.108256
