date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-17,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,9575.47,9575.47,11181.48,1017.91,588.1,0.128971,9064.35,1.056388,108,291,88.661759,32.905395,2.694444,476,0.226891,18,1356.52,0.068055
2026-07-17,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7424.87,7424.87,8585.2,760.87,399.46,0.029785,7171.79,1.035288,132,355,56.249015,20.915127,2.689394,709,0.186178,21,1004.04,0.061596
2026-07-17,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,11690.14,11690.14,14889.11,2250.61,948.36,0.124284,0,,226,742,51.726283,15.754906,3.283186,1013,0.2231,38,1670.76,0.103452
2026-07-17,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,5152.04,5152.04,6096.05,692.9,251.11,0.106821,5206.19,0.989599,78,191,66.051795,26.974031,2.448718,377,0.206897,12,673.73,0.014433
2026-07-17,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,3283.35,3283.35,4233.97,673.27,277.35,-0.058133,0,,47,147,69.858511,22.335714,3.12766,227,0.207048,7,415.66,0.149585
2026-07-17,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,4871.35,4871.35,5908.13,764.99,271.79,0.06228,0,,58,163,83.988793,29.885583,2.810345,364,0.159341,9,642.51,0.013949
2026-07-17,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,6832.5,6832.5,8431.94,1224.19,375.25,-0.101073,7304.6,0.935369,94,301,72.68617,22.699336,3.202128,390,0.241026,15,926.75,0.040078
2026-07-17,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,13633.5,13633.5,16208.28,1462.11,1112.67,0.223663,12421.15,1.097604,156,341,87.394231,39.980938,2.185897,656,0.237805,26,1931.41,0.035776
2026-07-17,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,8046.76,8046.76,9588.77,1141.99,400.02,-0.201125,0,,140,445,57.476857,18.082607,3.178571,805,0.173913,24,1172.53,0.098048
2026-07-17,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,3844.81,3844.81,4591.15,529.09,217.25,-0.249799,5289.2,0.726917,64,155,60.075156,24.805226,2.421875,414,0.154589,9,459.57,0.017278
