date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-12,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7411.29,7411.29,8668.02,815.5,441.23,0.030262,7931.31,0.934435,84,226,88.229643,32.793319,2.690476,367,0.228883,14,1049.93,0.086294
2026-07-12,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,6828.08,6828.08,8504.9,1191.08,485.74,0.121044,6275.32,1.088085,122,328,55.967869,20.817317,2.688525,663,0.184012,21,999.03,0.025657
2026-07-12,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,8788.72,8788.72,10663.98,1316.24,559.02,-0.015005,0,,170,558,51.698353,15.750394,3.282353,787,0.21601,28,1230.42,0.065017
2026-07-12,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,4645.3,4645.3,5993.91,935.38,413.23,-0.0044,4555.42,1.01973,70,171,66.361429,27.165497,2.442857,341,0.205279,10,564.07,0.089346
2026-07-12,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,3364.41,3364.41,4045.1,472.01,208.68,0.126732,0,,49,154,68.661429,21.846818,3.142857,235,0.208511,8,466.9,0.059921
2026-07-12,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,4048.92,4048.92,5138.71,779.24,310.55,0.046728,0,,48,135,84.3525,29.992,2.8125,298,0.161074,8,573.6,0.061078
2026-07-12,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,6162.96,6162.96,7797.49,1187.73,446.8,-0.077378,6391.53,0.964239,85,272,72.505412,22.657941,3.2,360,0.236111,13,801.18,0.037268
2026-07-12,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,10344.79,10344.79,13067.04,2051.65,670.6,-0.055061,10868.5,0.951814,118,258,87.667712,40.096085,2.186441,507,0.232742,20,1490.35,0.149227
2026-07-12,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,6949.53,6949.53,8371.72,963.62,458.57,-0.129999,0,,121,385,57.434132,18.050727,3.181818,699,0.173104,21,1025.2,0.064856
2026-07-12,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,3388.19,3388.19,4317.96,683.32,246.45,-0.273471,4628.05,0.732099,57,138,59.44193,24.552101,2.421053,359,0.158774,9,454.73,0.126345
2026-07-12,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,4687.64,4687.64,5502.13,498.82,315.67,-0.068019,0,,69,232,67.936812,20.205345,3.362319,322,0.214286,10,577.46,0.136504
2026-07-12,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,2948.39,2948.39,3607.87,463.93,195.55,0.157298,0,,50,129,58.9678,22.855736,2.58,206,0.242718,8,400.98,0.026442
2026-07-12,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,6234.83,6234.83,7727.23,941.4,551,-0.036695,0,,100,188,62.3483,33.163989,1.88,423,0.236407,17,900.93,0.087816
2026-07-12,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,4128.13,4128.13,5009.54,580.87,300.54,-0.139769,4697.77,0.878742,79,257,52.25481,16.062763,3.253165,541,0.146026,13,577.42,0.048162
