date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-20,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,5909.46,5909.46,6945.49,693.11,342.92,0.000342,6420.58,0.920393,67,181,88.200896,32.64895,2.701493,0.028409,0.000342,-0.027292,295,0.227119,11,824.68,0.148132
2026-07-20,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,6145.85,6145.85,7267.79,756.02,365.92,0.181501,5080.02,1.209808,97,300,63.359278,20.486167,3.092784,0.155136,0.132779,-0.019354,514,0.188716,16,861.69,0.11733
2026-07-20,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,7259.97,7259.97,9029.48,1240.19,529.32,-0.093665,0,,140,468,51.856929,15.512756,3.342857,0.036286,0.003442,-0.031693,640,0.21875,23,1013.8,0.162851
2026-07-20,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,3478,3478,4101.44,436.65,186.79,-0.110158,3687.72,0.94313,52,124,66.884615,28.048387,2.384615,-0.009209,0.009628,0.019012,250,0.208,8,454.82,0.194278
2026-07-20,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,2624.24,2624.24,3080.13,329.03,126.86,0.13517,0,,38,121,69.058947,21.687934,3.184211,0.040386,-0.014195,-0.052462,180,0.211111,6,352.2,0.065714
2026-07-20,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,3252.76,3252.76,3886.47,423.65,210.06,0.06458,0,,39,108,83.404103,30.118148,2.769231,-0.005228,0.009986,0.015294,246,0.158537,6,425.36,0.245241
2026-07-20,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,5028.93,5028.93,6306.95,859.44,418.58,-0.025346,5174.1,0.971943,69,224,72.883043,22.45058,3.246377,-0.014988,0.002904,0.018165,294,0.234694,11,681.46,0.107723
2026-07-20,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,9613.8,9613.8,11115.84,976.66,525.38,0.092063,8798.31,1.092687,110,242,87.398182,39.726446,2.2,-0.021145,0.002712,0.024373,477,0.230608,16,1188.62,0.104786
2026-07-20,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,5491.93,5491.93,6620.23,764.55,363.75,-0.158998,0,,96,302,57.207604,18.185199,3.145833,0.004552,-0.00131,-0.005835,546,0.175824,15,729.4,0.093566
2026-07-20,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,2818.61,2818.61,3393.87,368.43,206.83,-0.238563,3746.52,0.752327,47,114,59.970426,24.724649,2.425532,-0.004086,0.004448,0.00857,297,0.158249,8,407.8,0.074044
2026-07-20,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,4296.36,4296.36,5105.34,505.54,303.44,-0.001877,0,,63,206,68.19619,20.856117,3.269841,-0.028302,-0.001877,0.027194,288,0.21875,10,579.67,0.188357
