date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-13,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,5919.34,5919.34,7164.65,955.04,290.27,0.027068,6420.58,0.921932,67,178,88.348358,33.254719,2.656716,-0.035271,-0.003591,0.032838,298,0.224832,11,826.06,0.102628
2026-07-13,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,6137.95,6137.95,7387.18,935.49,313.74,0.153384,5080.02,1.208253,97,309,63.277835,19.863916,3.185567,0.163957,0.129603,-0.029515,527,0.184061,14,753.01,0.170971
2026-07-13,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,7265.51,7265.51,8894.72,1217.06,412.15,0.032879,0,,140,450,51.8965,16.145578,3.214286,-0.03713,0.003368,0.04206,643,0.217729,22,970.46,0.183227
2026-07-13,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,3872.92,3872.92,4770.82,578.05,319.85,0.035798,3687.72,1.050221,58,140,66.774483,27.663714,2.413793,-0.04133,0.000081,0.043196,283,0.204947,9,510.82,0.06255
2026-07-13,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,2482.1,2482.1,3058.54,370.51,205.93,0.091431,0,,36,113,68.947222,21.965487,3.138889,-0.022799,0.000479,0.02382,174,0.206897,5,293.03,0.081749
2026-07-13,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,3224.63,3224.63,3892.65,441.94,226.08,-0.062937,0,,39,109,82.682821,29.583761,2.794872,0.005173,-0.014883,-0.019953,247,0.157895,6,421.68,0.089706
2026-07-13,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,4778.82,4778.82,5919.57,799.66,341.09,-0.116868,5174.1,0.923604,66,207,72.406364,23.086087,3.136364,-0.024828,-0.009822,0.015388,278,0.23741,10,615.45,0.15296
2026-07-13,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,8771.05,8771.05,11006.29,1552.54,682.7,-0.016851,8798.31,0.996902,100,219,87.7105,40.050457,2.19,0.024679,0.002812,-0.02134,423,0.236407,15,1118.31,0.075598
2026-07-13,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,5810.72,5810.72,7360.1,1109.56,439.82,-0.041466,0,,101,330,57.531881,17.608242,3.267327,0.006793,0.005986,-0.000801,585,0.17265,15,733.53,0.100593
2026-07-13,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,2684.4,2684.4,3277.87,461.36,132.11,-0.309285,3746.52,0.716505,45,108,59.653333,24.855556,2.4,-0.025,-0.002301,0.023281,292,0.15411,8,405.64,0.072813
2026-07-13,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,3827.26,3827.26,4629.19,532.65,269.28,0.032564,0,,56,186,68.343929,20.576667,3.321429,-0.003571,-0.004313,-0.000745,264,0.212121,9,522.83,0.089824
2026-07-13,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,2202.15,2202.15,2666.29,304.4,159.74,-0.049043,0,,38,98,57.951316,22.470918,2.578947,0.011352,0.001007,-0.010228,160,0.2375,6,295.55,0.1299
2026-07-13,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,5396.22,5396.22,6681.51,826.4,458.89,0.106572,0,,87,160,62.025517,33.726375,1.83908,0.003135,-0.007901,-0.011001,367,0.237057,13,685.38,0.037621
2026-07-13,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,3307.32,3307.32,3771.74,313.05,151.37,-0.17209,3802.96,0.86967,64,214,51.676875,15.454766,3.34375,0.042384,-0.00392,-0.044421,437,0.146453,11,483.18,0.132189
2026-07-13,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,3813.68,3813.68,4498.41,435.7,249.03,-0.123588,0,,44,102,86.674545,37.38902,2.318182,-0.000784,-0.004077,-0.003296,246,0.178862,7,515.71,0.023251
2026-07-13,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,2651.4,2651.4,3176.73,362.53,162.8,-0.013142,0,,47,97,56.412766,27.334021,2.06383,0.021277,0.007855,-0.013142,284,0.165493,7,335.66,0.113434
2026-07-13,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,6704.16,6704.16,8262.08,1057.7,500.22,0.124384,6350.03,1.055768,93,228,72.087742,29.404211,2.451613,-0.012214,0.003482,0.01589,508,0.183071,15,919.12,0.135104
2026-07-13,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,5837.44,5837.44,7269.78,1040.76,391.58,-0.085976,0,,120,303,48.645333,19.265479,2.525,-0.019706,0.005426,0.025637,765,0.156863,18,744.27,0.169244
2026-07-13,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,3077.48,3077.48,3759.94,439.11,243.35,0.053088,0,,52,98,59.182308,31.402857,1.884615,-0.028549,0.012584,0.042342,277,0.187726,9,452.74,0.114932
2026-07-13,LB-021,121,Lumiere Santa Rosa Plaza,LUM,Lumière,SW-2,Southwest,US,USD,Open,Y,DAY,1855.02,1855.02,2213.35,249.34,108.99,-0.036328,1947.34,0.952592,23,67,80.653043,27.686866,2.913043,0.030769,-0.036328,-0.065095,129,0.178295,4,274.22,0
2026-07-13,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,8919.66,8919.66,10764.18,1266.01,578.51,-0.056197,9877.82,0.902999,121,305,73.716198,29.244787,2.520661,0.002002,-0.001596,-0.003591,547,0.221207,20,1253.18,0.100401
2026-07-13,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,7229.56,7229.56,8928.36,1086.2,612.6,,0,,151,468,47.877881,15.447778,3.099338,,,,784,0.192602,26,1058.1,0.080667
2026-07-13,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,7215.78,7215.78,8414.92,779.83,419.31,-0.176985,0,,97,252,74.389485,28.634048,2.597938,-0.001444,0.001193,0.002641,391,0.248082,16,1011.7,0.070195
2026-07-13,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,2966.7,2966.7,3505.3,341.41,197.19,,2906.9,1.020572,35,88,84.762857,33.7125,2.514286,,,,163,0.214724,5,360.24,0.105686
2026-07-13,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,8851.69,6556.81,7777.47,837.42,383.24,0.321444,5550.39,1.181324,102,228,64.282451,28.757939,2.235294,0.012457,-0.00244,-0.014713,580,0.175862,15,819.6,0.085356
2026-07-13,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,5296.07,3923.01,4660.86,523.19,214.66,0.136054,0,,53,133,74.019057,29.496316,2.509434,-0.025261,0.007445,0.033553,216,0.24537,9,566.24,0.075261
2026-07-13,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,8670.27,6422.42,7839.67,903.27,513.98,0.089034,5658.41,1.135022,113,318,56.835575,20.196289,2.814159,-0.049764,0.002297,0.054788,527,0.214421,18,869.59,0.178652
