date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-16,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7719.53,7719.53,9062.18,836,506.65,0.083055,7175.94,1.075752,87,238,88.73023,32.435,2.735632,0.045218,0.008362,-0.035262,391,0.222506,13,980.47,0.044535
2026-07-16,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,6808.6,6808.6,8163.15,821.85,532.7,0.213721,5677.67,1.199189,107,328,63.631776,20.757927,3.065421,0.11066,0.134319,0.021302,569,0.188049,18,973.57,0.099305
2026-07-16,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,8872.11,8872.11,10257.81,952.59,433.11,0.000987,0,,171,553,51.883684,16.043599,3.233918,-0.017762,0.000987,0.019088,787,0.217281,28,1234.83,0.046512
2026-07-16,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,3854.46,3854.46,4550.53,391.23,304.84,-0.121873,4121.57,0.935192,58,144,66.456207,26.767083,2.482759,0.024138,-0.000752,-0.024303,280,0.207143,10,564.88,0.028629
2026-07-16,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,2773.24,2773.24,3382.17,456.49,152.44,-0.063572,0,,40,129,69.331,21.497984,3.225,0.004891,0.00666,0.00176,189,0.21164,6,353.59,0.054204
2026-07-16,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,3551.06,3551.06,4268.3,471.96,245.28,0.070774,0,,42,116,84.549048,30.612586,2.761905,0.004329,0.019784,0.015389,261,0.16092,6,431.2,0.047093
2026-07-16,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,6007.1,6007.1,7386.14,876.71,502.33,0.028682,5782.81,1.038786,83,272,72.374699,22.084926,3.277108,0.048675,-0.0085,-0.05452,347,0.239193,13,799.74,0.114155
2026-07-16,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,10522.11,10522.11,12845.3,1587.87,735.32,0.178546,9833.41,1.070037,120,268,87.68425,39.261604,2.233333,-0.00524,0.001764,0.007042,513,0.233918,20,1490.63,0.109219
2026-07-16,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,5633.19,5633.19,6635.89,583.51,419.19,-0.281134,0,,98,318,57.481531,17.714434,3.244898,0.043547,0.004945,-0.036991,567,0.17284,15,732.89,0.025934
2026-07-16,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,2971.21,2971.21,3535,336.75,227.04,-0.265052,4187.28,0.70958,50,120,59.4242,24.760083,2.4,-0.03432,-0.000471,0.035051,314,0.159236,7,353.57,0.067622
