date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-21,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,6574,6574,7517.93,621.91,322.02,0.13669,6042.9,1.087888,74,201,88.837838,32.706468,2.716216,-0.019144,-0.001556,0.017931,324,0.228395,12,906.15,0.022496
2026-07-21,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,5803.98,5803.98,6990.52,820.34,366.2,0.216775,4781.2,1.213917,91,282,63.78,20.581489,3.098901,0.165516,0.136548,-0.024854,482,0.188797,16,867.41,0.074661
2026-07-21,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,6786.9,6786.9,8471.03,1154.33,529.8,-0.056844,0,,131,431,51.808397,15.746868,3.290076,0.009538,0.000753,-0.008702,597,0.21943,20,880.74,0.06612
2026-07-21,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,3248.54,3248.54,3943.19,517.4,177.25,0.051239,3470.79,0.935966,49,121,66.296735,26.847438,2.469388,-0.008024,0.008332,0.016488,239,0.205021,8,450.82,0.052602
2026-07-21,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,2220.59,2220.59,2646.56,288.84,137.13,-0.054795,0,,32,100,69.393438,22.2059,3.125,0.021635,0.004281,-0.016986,152,0.210526,5,294.92,0.063596
2026-07-21,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,3035.88,3035.88,3873.31,567.74,269.69,0.066741,0,,36,101,84.33,30.058218,2.805556,-0.016609,0.007477,0.024494,227,0.15859,6,430.08,0.139554
2026-07-21,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,4711.2,4711.2,5978.31,904.25,362.86,-0.022004,4869.74,0.967444,65,209,72.48,22.541627,3.215385,-0.008339,-0.006958,0.001393,272,0.238971,11,677.69,0.081727
2026-07-21,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,8258.24,8258.24,9770.4,932.48,579.68,0.09929,8280.77,0.997279,95,205,86.928842,40.284098,2.157895,-0.023269,-0.004853,0.018854,407,0.233415,16,1182.23,0.116974
2026-07-21,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,4709.58,4709.58,5564.03,512.94,341.51,-0.180988,0,,82,264,57.433902,17.839318,3.219512,0.022067,-0.001205,-0.02277,461,0.177874,12,585.83,0.087447
2026-07-21,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,2868.1,2868.1,3645.24,531.45,245.69,-0.135315,3526.13,0.813385,48,117,59.752083,24.513675,2.4375,0.034091,0.008799,-0.024458,301,0.159468,7,355.52,0.087267
