date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-10,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,8254.57,8254.57,10085.49,1383.27,447.65,-0.058054,9064.35,0.910663,93,250,88.758817,33.01828,2.688172,408,0.227941,14,1056.23,0.068523
2026-07-10,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7309.34,7309.34,8354.3,675.94,369.02,0.082032,7171.79,1.019179,130,349,56.225692,20.943668,2.684615,686,0.189504,19,908.04,0.064262
2026-07-10,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,9667.14,9667.14,11298.19,1069.44,561.61,-0.016545,0,,186,611,51.973871,15.821833,3.284946,835,0.222754,29,1281.16,0.066746
2026-07-10,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,5383.22,5383.22,6572.35,786.31,402.82,0.05742,5206.19,1.034004,81,198,66.459506,27.18798,2.444444,392,0.206633,13,734.38,0.097209
2026-07-10,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,3382.1,3382.1,4030.41,427.78,220.53,0.062484,0,,49,154,69.022449,21.961688,3.142857,236,0.207627,7,410.68,0.085465
2026-07-10,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,4896.52,4896.52,5937.59,690.07,351,-0.007586,0,,59,166,82.991864,29.497108,2.813559,373,0.158177,9,634.89,0.064781
2026-07-10,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,7877.99,7877.99,9677.72,1208.26,591.47,0.166798,7304.6,1.078497,108,345,72.944352,22.834754,3.194444,457,0.236324,19,1178.05,0.112566
2026-07-10,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,11944.81,11944.81,14949.8,2206.03,798.96,0.048693,12421.15,0.961651,137,299,87.188394,39.949197,2.182482,588,0.232993,24,1778.64,0.114103
2026-07-10,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,7278.74,7278.74,8959.75,1285.99,395.02,-0.162599,0,,127,404,57.312913,18.016683,3.181102,712,0.178371,21,1023.04,0.074099
2026-07-10,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,3928,3928,4587.85,440.19,219.66,-0.261004,5289.2,0.742645,66,160,59.515152,24.55,2.424242,424,0.15566,10,505.88,0.065647
2026-07-10,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,5359.85,5359.85,6697.62,917.27,420.5,0.033962,0,,79,265,67.846203,20.225849,3.35443,375,0.210667,13,749.7,0.051005
2026-07-10,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,3165.27,3165.27,3738.31,357.56,215.48,0.092591,0,,54,140,58.616111,22.609071,2.592593,229,0.235808,8,398.59,0.076894
