date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-11,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,10254.21,10254.21,12487.65,1553.51,679.93,0.056243,10952.76,0.936222,116,312,88.398362,32.866058,2.689655,509,0.227898,18,1352.49,0.04161
2026-07-11,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,8726.17,8726.17,10452.93,1000.69,726.07,0.129229,8665.92,1.006953,155,417,56.297871,20.926067,2.690323,834,0.185851,25,1196.33,0.04728
2026-07-11,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,13129.13,13129.13,15282.82,1493.66,660.03,0.08325,0,,253,831,51.893794,15.799194,3.284585,1132,0.223498,42,1852.61,0.07166
2026-07-11,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,6414.98,6414.98,7686.74,749.9,521.86,0.021011,6290.81,1.019738,97,237,66.133814,27.067426,2.443299,478,0.202929,17,955.63,0.010982
2026-07-11,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,4112.8,4112.8,4957.6,639.76,205.04,0.067938,0,,59,185,69.708475,22.231351,3.135593,286,0.206294,9,533.27,0.021465
2026-07-11,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,5977.71,5977.71,7142.15,677.66,486.78,0.024477,0,,71,200,84.193099,29.88855,2.816901,448,0.158482,12,858.77,0.093348
2026-07-11,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,8039.51,8039.51,10024.42,1540.92,443.99,-0.112447,8826.4,0.910848,111,355,72.428018,22.646507,3.198198,459,0.24183,19,1169.71,0.089242
2026-07-11,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,16128.94,16128.94,19830.69,2782.91,918.84,0.037266,15008.89,1.074626,185,404,87.183459,39.923119,2.183784,792,0.233586,27,2000.86,0.046085
2026-07-11,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,8407.65,8407.65,10376.13,1533.22,435.26,-0.199223,0,,147,467,57.194898,18.003533,3.176871,849,0.173145,23,1118.16,0.100777
2026-07-11,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,4935.76,4935.76,6018.66,824.32,258.58,-0.149202,6391.11,0.772285,83,201,59.466988,24.55602,2.421687,529,0.1569,13,657.11,0.070962
2026-07-11,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,7734.44,7734.44,8926.11,720.85,470.82,0.14193,0,,114,383,67.845965,20.19436,3.359649,532,0.214286,19,1095.71,0.059288
2026-07-11,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,3784.56,3784.56,4726.26,750.2,191.5,-0.061332,0,,65,168,58.224,22.527143,2.584615,276,0.235507,11,544.39,0.063762
2026-07-11,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,7843.65,7843.65,9615.94,1044.99,727.3,-0.022626,0,,126,237,62.25119,33.09557,1.880952,529,0.238185,20,1058.27,0.105399
2026-07-11,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,6508.14,6508.14,8099.79,1224.23,367.42,0.053841,6487.4,1.003197,125,406,52.06512,16.029901,3.248,845,0.147929,20,885.11,0.088523
2026-07-11,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,7334.43,7334.43,8826.03,976.99,514.61,0.003915,0,,84,197,87.314643,37.230609,2.345238,464,0.181034,15,1113.26,0.104162
2026-07-11,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,4409.48,4409.48,5499.76,730.39,359.89,-0.009286,0,,79,162,55.816203,27.219012,2.050633,483,0.163561,12,569.33,0.064595
2026-07-11,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,10049.55,10049.55,12578.81,1715.68,813.58,-0.098357,10832.4,0.927731,140,343,71.7825,29.29898,2.45,758,0.184697,23,1403.35,0.07469
2026-07-11,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,10476.2,10476.2,12724.52,1423.81,824.51,0.076424,0,,216,550,48.500926,19.047636,2.546296,1382,0.156295,35,1442.9,0.06297
2026-07-11,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,5026.67,5026.67,6357.22,971.25,359.3,-0.107037,0,,85,161,59.137294,31.221553,1.894118,452,0.188053,14,703.73,0.056192
2026-07-11,LB-021,121,Lumiere Santa Rosa Plaza,LUM,Lumière,SW-2,Southwest,US,USD,Open,Y,DAY,3352.17,3352.17,4013.76,437.86,223.73,0.045524,3321.94,1.0091,41,117,81.760244,28.651026,2.853659,234,0.175214,7,486.47,0.045687
2026-07-11,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,16337.4,16337.4,19584.67,2395.29,851.98,-0.085999,16850.4,0.969556,221,561,73.924887,29.121925,2.538462,1002,0.220559,35,2199.27,0.076108
2026-07-11,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,12300.29,12300.29,14673.07,1608.05,764.73,,0,,258,810,47.675543,15.185543,3.139535,1299,0.198614,42,1702.02,0.058068
2026-07-11,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,12823.8,12823.8,15268.03,1620.35,823.88,-0.210652,0,,173,456,74.126012,28.122368,2.635838,705,0.24539,30,1890.21,0.07614
2026-07-11,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,5367.41,5367.41,6306.26,539.76,399.09,,4958.83,1.082394,63,161,85.196984,33.33795,2.555556,297,0.212121,11,796.59,0.059781
2026-07-11,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,13136.93,9731.06,11588.15,1066.17,790.92,-0.027599,9468.32,1.027749,151,339,64.444106,28.705192,2.245033,858,0.175991,23,1259.88,0.047008
2026-07-11,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,9048.63,6702.69,8182.3,1093.26,386.35,-0.013116,0,,90,227,74.474333,29.527269,2.522222,369,0.243902,16,1012.85,0.036818
2026-07-11,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,14817.46,10975.9,13235.76,1406.46,853.4,0.103968,9652.57,1.137096,194,561,56.576804,19.564884,2.891753,920,0.21087,29,1394.61,0.035921
2026-07-11,LB-029,129,Lumiere Sainte-Catherine Row,BOT,Botanica,CA-1,Canada,CA,CAD,Open,Y,NONE,8068.5,5976.67,7137.93,724.61,436.65,-0.061895,0,,132,244,45.277803,24.494549,1.848485,765,0.172549,20,769.72,0.071157
