date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-19,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7182.39,7182.39,8616.44,988.41,445.64,-0.054325,7931.31,0.905574,81,220,88.671481,32.647227,2.716049,0.015566,0.00405,-0.01134,358,0.226257,14,1055.19,0.152538
2026-07-19,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,6851.43,6851.43,7996.66,651.88,493.35,0.123439,6275.32,1.091806,108,334,63.439167,20.513263,3.092593,0.1274,0.133842,0.005714,568,0.190141,17,916.7,0.109405
2026-07-19,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,10166.26,10166.26,11963.44,1267.37,529.81,0.118414,0,,196,636,51.868673,15.984686,3.244898,-0.03753,-0.001416,0.037522,889,0.220472,30,1322.65,0.179106
2026-07-19,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,4414.32,4414.32,5496.22,732.02,349.88,0.101988,4555.42,0.969026,67,160,65.885373,27.5895,2.38806,-0.038365,-0.013145,0.026226,322,0.208075,12,672.03,0.191715
2026-07-19,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,3045.16,3045.16,3906.87,612.17,249.54,0.03747,0,,44,142,69.208182,21.444789,3.227273,0.042657,-0.009688,-0.050204,212,0.207547,7,411.79,0.297374
2026-07-19,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,4371.05,4371.05,5508.82,759.61,378.16,0.047357,0,,52,148,84.058654,29.534122,2.846154,0.023796,0.007074,-0.016334,328,0.158537,8,571.6,0.088443
2026-07-19,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,5987.33,5987.33,7230.49,913.35,329.81,-0.004443,6391.53,0.93676,82,255,73.01622,23.479725,3.109756,-0.054543,0.007698,0.065832,340,0.241176,12,744.77,0.149305
2026-07-19,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,10664.97,10664.97,13474.58,2001.64,807.97,-0.010682,10868.5,0.981273,122,262,87.417787,40.705992,2.147541,-0.006964,-0.002573,0.004422,513,0.237817,19,1411.8,0.080848
2026-07-19,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,6765.07,6765.07,7895.61,762.07,368.47,-0.200794,0,,118,364,57.331102,18.585357,3.084746,-0.001001,0.002394,0.003399,660,0.178788,20,974.63,0.14728
2026-07-19,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,3495.76,3495.76,4301.44,586.6,219.08,-0.232411,4628.05,0.755342,58,139,60.271724,25.149353,2.396552,0.01753,0.005806,-0.011523,364,0.159341,8,409.85,0.142916
2026-07-19,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,5651.01,5651.01,6679.64,750.74,277.89,0.082712,0,,83,274,68.084458,20.624124,3.301205,-0.029799,0.004444,0.035294,387,0.21447,14,810.21,0.094353
2026-07-19,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,2748.97,2748.97,3197.49,300.63,147.89,-0.055106,0,,47,125,58.488723,21.99176,2.659574,0.030843,0.005206,-0.02487,198,0.237374,8,397.72,0.027901
2026-07-19,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,6285.49,6285.49,7923.89,969.41,668.99,0.123743,0,,101,194,62.232574,32.399433,1.920792,0.035157,0.001355,-0.032654,427,0.236534,16,846.36,0.113643
2026-07-19,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,4007.5,4007.5,4911.51,699.98,204.03,-0.069093,4697.77,0.853064,77,247,52.045455,16.224696,3.207792,0.016209,0.003446,-0.01256,519,0.148362,12,530.86,0.159132
2026-07-19,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,5169.28,5169.28,5972.32,505.13,297.91,0.010424,0,,59,137,87.614915,37.731971,2.322034,-0.007246,0.010424,0.0178,333,0.177177,9,670.25,0.13367
