date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-12,LB-001,101,Lumiere Beacon Court,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7411.29,7411.29,8668.02,815.5,441.23,0.030262,7931.31,0.934435,84,224,88.229643,33.086116,2.666667,0.018868,-0.006533,-0.024931,367,0.228883,14,1049.93,0.10153
2026-07-12,LB-002,102,Lumiere Harborlight Galleria,LUM,Lumière,NE-1,Northeast,US,USD,Open,Y,DAY,7715.73,7715.73,9610.54,1345.92,548.89,0.26678,6275.32,1.229536,122,390,63.243689,19.783923,3.196721,0.207154,0.121412,-0.071028,663,0.184012,21,1128.9,0.024865
2026-07-12,LB-003,103,Lumiere Chestnut Row,ATN,Atelier Noir,NE-1,Northeast,US,USD,Open,Y,WEEK,8788.72,8788.72,10663.98,1316.24,559.02,-0.015005,0,,170,552,51.698353,15.921594,3.247059,-0.015002,-0.003416,0.011762,787,0.21601,28,1230.42,0.049766
2026-07-12,LB-004,104,Lumiere Empire Crossing,LUM,Lumière,NE-2,Northeast,US,USD,Open,Y,DAY,4645.3,4645.3,5993.91,935.38,413.23,-0.0044,4555.42,1.01973,70,175,66.361429,26.544571,2.5,0.035503,-0.0044,-0.038535,341,0.205279,10,564.07,0.102809
2026-07-12,LB-005,105,Lumiere Granite Hill Commons,ATN,Atelier Noir,NE-2,Northeast,US,USD,Open,Y,WEEK,3364.41,3364.41,4045.1,472.01,208.68,0.126732,0,,49,154,68.661429,21.846818,3.142857,0.008529,-0.011235,-0.019597,235,0.208511,8,466.9,0.02415
2026-07-12,LB-006,106,Lumiere Liberty Wharf Outlets,BOT,Botanica,NE-2,Northeast,US,USD,Open,Y,NONE,4048.92,4048.92,5138.71,779.24,310.55,0.046728,0,,48,138,84.3525,29.34,2.875,0.033203,0.003114,-0.029122,298,0.161074,8,573.6,0.061078
2026-07-12,LB-007,107,Lumiere Magnolia Park,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,6162.96,6162.96,7797.49,1187.73,446.8,-0.077378,6391.53,0.964239,85,277,72.505412,22.248953,3.258824,0.030281,-0.001397,-0.030747,360,0.236111,13,801.18,0.102402
2026-07-12,LB-008,108,Lumiere Coral Bay Galleria,LUM,Lumière,SE-1,Southeast,US,USD,Open,Y,DAY,10344.79,10344.79,13067.04,2051.65,670.6,-0.055061,10868.5,0.951814,118,264,87.667712,39.184811,2.237288,0.028166,0.000995,-0.026426,507,0.232742,20,1490.35,0.123406
2026-07-12,LB-009,109,Lumiere Palmetto Landing,ATN,Atelier Noir,SE-1,Southeast,US,USD,Open,Y,WEEK,6949.53,6949.53,8371.72,963.62,458.57,-0.129999,0,,121,392,57.434132,17.728393,3.239669,0.02112,-0.000578,-0.021249,699,0.173104,21,1025.2,0.069278
2026-07-12,LB-010,110,Lumiere Sunset Terrace,LUM,Lumière,SE-2,Southeast,US,USD,Open,Y,DAY,3388.19,3388.19,4317.96,683.32,246.45,-0.273471,4628.05,0.732099,57,141,59.44193,24.029716,2.473684,0.020886,-0.005802,-0.026142,359,0.158774,9,454.73,0.102533
2026-07-12,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,4687.64,4687.64,5502.13,498.82,315.67,-0.068019,0,,69,234,67.936812,20.03265,3.391304,0.011921,-0.000484,-0.01226,322,0.214286,10,577.46,0.135138
2026-07-12,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,2948.39,2948.39,3607.87,463.93,195.55,0.157298,0,,50,131,58.9678,22.506794,2.62,-0.006207,0.018422,0.024783,206,0.242718,8,400.98,0.021096
2026-07-12,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,6234.83,6234.83,7727.23,941.4,551,-0.036695,0,,100,192,62.3483,32.473073,1.92,-0.006567,0.001838,0.00846,423,0.236407,17,900.93,0.109729
2026-07-12,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,4128.13,4128.13,5009.54,580.87,300.54,-0.139769,4697.77,0.878742,79,257,52.25481,16.062763,3.253165,0.02497,0.001788,-0.022616,541,0.146026,13,577.42,0.02553
2026-07-12,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,5070.4,5070.4,6353.6,960.07,323.13,-0.001308,0,,58,134,87.42069,37.838806,2.310345,-0.035971,-0.001308,0.035957,325,0.178462,10,743.08,0.149817
2026-07-12,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,3380.01,3380.01,4136.91,576.81,180.09,0.10064,0,,60,124,56.3335,27.258145,2.066667,0.014881,0.00892,-0.005874,357,0.168067,9,430.95,0.027355
2026-07-12,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,8107.37,8107.37,10088.29,1348.96,631.96,0.123211,7844.15,1.033556,113,277,71.746637,29.268484,2.451327,-0.011562,-0.006008,0.005618,608,0.185855,19,1158.71,0.130771
2026-07-12,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,8199.36,8199.36,9769.1,1134.08,435.66,0.150879,0,,169,438,48.516923,18.72,2.591716,0.024146,0.001061,-0.022541,1096,0.154197,28,1154.7,0.129016
2026-07-12,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,4084.63,4084.63,5249.45,832.28,332.54,0.021998,0,,69,132,59.197536,30.944167,1.913043,0.000669,0.007187,0.006513,366,0.188525,10,503.18,0.052497
2026-07-12,LB-021,121,Lumiere Santa Rosa Plaza,LUM,Lumière,SW-2,Southwest,US,USD,Open,Y,DAY,2244.95,2244.95,2819.57,396.42,178.2,0.066302,2405.54,0.933242,27,78,83.146296,28.78141,2.888889,0.015015,0.02681,0.01162,151,0.178808,4,282.7,0.15746
2026-07-12,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,12298.35,12298.35,15179.33,2273.16,607.82,-0.012477,12202.01,1.007895,167,416,73.642814,29.563341,2.491018,0.002338,-0.00065,-0.002981,763,0.218873,25,1564.91,0.069919
2026-07-12,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,9727.21,9727.21,12228.82,1893.45,608.16,,0,,204,635,47.682402,15.318441,3.112745,,,,1044,0.195402,30,1215.9,0.104153
2026-07-12,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,10176.27,10176.27,12454.37,1688.3,589.8,-0.081572,0,,137,350,74.279343,29.075057,2.554745,-0.002053,0.005578,0.007646,554,0.247292,20,1262.75,0.081277
2026-07-12,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,3573.73,3573.73,4169.29,354.43,241.13,,3590.88,0.995224,42,104,85.08881,34.362788,2.47619,,,,197,0.213198,7,506.28,0.014293
2026-07-12,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,9532.84,7061.36,8622.58,976.21,585.01,0.066638,6856.37,1.029898,110,254,64.194182,27.80063,2.309091,0.007781,-0.001239,-0.008951,617,0.178282,18,982.17,0.116587
2026-07-12,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,6868.79,5087.99,6287.81,905.07,294.76,0.136906,0,,69,173,73.738986,29.410347,2.507246,0.016451,-0.011386,-0.027387,286,0.241259,12,752.14,0.077247
2026-07-12,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,11181.3,8282.44,10383.97,1659.84,441.68,0.300455,6989.79,1.184934,146,423,56.729041,19.580236,2.89726,-0.013699,-0.002391,0.011465,691,0.211288,22,1060.84,0.073612
2026-07-12,LB-029,129,Lumiere Sainte-Catherine Row,BOT,Botanica,CA-1,Canada,CA,CAD,Open,Y,NONE,5966.24,4419.44,5222.41,528.47,274.5,-0.06101,0,,98,183,45.096327,24.149945,1.867347,0.016775,-0.003521,-0.019961,562,0.174377,17,651.64,0.043386
